comp_1,comp_2,target
581.347876254109,-24.576419084766247,3
-1742.8001234248725,-1761.4670133743055,0
1186.9997338381474,196.10234597205084,3
-136.4177177820044,-1475.3380056852661,1
-1535.300652232506,-721.8492035266606,0
-1222.2996220159596,-457.8812117375106,2
-2667.63852601764,-1487.2333535361577,0
-1837.234439661144,-35.72362300898726,0
440.3324675748847,82.39045526978356,1
-1263.0872728847814,-245.68938857354433,2
510.9759053796343,-57.874631422529525,1
1007.5887043750214,569.9947186778799,3
-1736.3178424323185,-1362.659668086134,0
1311.604216509912,-3703.0660430805424,1
73.98814099577677,-67.4039997590171,1
1334.2651727740797,1703.221732695584,3
-1779.142870605193,3473.9563408209915,2
-1374.2781545087068,-1726.723981616864,0
-2216.626861431301,-1195.2594345507327,0
-778.547427800968,-533.0926985507621,0
819.9801193722525,931.2781066890049,1
-2551.726150223182,-3360.1073615907017,0
257.2855787789146,-2275.6428555496077,1
-1590.214580986508,-658.5817629182526,0
101.16617443614233,60.84214062462267,2
1545.9138366534985,471.12493787076244,1
1162.5615235600799,317.63820382184804,2
1862.6384081808512,-524.9411300595918,1
1345.3425934303207,52.938237364102534,3
495.7010449569363,-500.36736150220366,1
-1051.4512705082172,4275.697949699556,2
-498.63198488491116,-114.6302342761979,0
-2258.3920374923673,-1543.9044176761167,0
-470.78699109113285,-14.438141725064744,2
-663.603470511906,-71.13659196360447,3
-973.9598653723674,-379.61952277402776,0
-869.4251709052464,-694.4734804049464,0
-1121.3701362413371,-516.226280504855,0
2120.4677732570362,882.5057185449712,3
-1068.5649713313858,-729.1583114080186,0
302.1446147840214,2582.462323655831,2
-267.4261825620961,-1001.4917403254661,1
-1490.965248400876,-1442.588112231861,0
-2050.592400812422,-689.2189089569924,3
-1288.5210364461254,-521.8928256619844,2
1192.1487676063552,1126.3766624852612,3
-2669.4649194253207,-1548.6500882871535,0
-1953.75498656343,-711.2744613552585,2
-2798.101704063332,-1984.4770258188496,0
-1185.8480803588523,-1604.9265230991052,0
-8.036492098336431,-1566.302254944017,1
508.87009098255777,-111.15404334177317,3
-1233.3318388410228,336.90247372817123,2
889.4850858438947,-535.3862919585962,1
2192.126981059298,1014.9169820854147,3
-879.7862969232885,-488.72468465797465,0
-2363.8067382901354,-1563.9980107333042,0
-899.9799288171398,-402.541936776144,2
395.8482197725312,184.9144750168186,3
843.9280190400997,438.8559800354267,1
-37.41329904477001,-322.3434221775587,0
2149.64670309608,1718.5972710949668,3
-1655.5374374617386,-611.3888914299408,2
-2417.288027341746,-1736.2247823204252,0
-440.2215871574071,-113.49898801426713,1
-1523.9955314483555,-882.9771620668444,0
931.1840974958834,735.3691078132623,1
-7.696438226710702,-1345.0581303167062,1
557.1142899324386,481.38313297917887,3
1157.0849216997706,80.82930884232997,1
2665.388171562474,763.4458096725954,3
660.8266745557493,518.5074644552788,1
583.7520358264042,-41.963374393461386,1
1486.1202487445516,1730.7699376759092,3
1091.6753374925695,472.0250979440439,1
2366.547029260956,553.1692894141903,3
-933.9368630307594,93.5459537302538,0
1310.639852208729,607.7054040414524,3
1107.5688006973724,310.3349495049556,3
-559.6489056215013,394.3815171348663,1
1206.2345366993952,642.7422951464275,3
278.04779597676526,-425.30123778719184,0
2710.707876472573,420.06420697307243,1
-1422.8542741619515,-1533.090678919327,1
-1277.4120299119513,-161.43287958201378,2
1629.5927840895745,346.37036919254916,1
-2212.783904741935,-1308.4175288047468,0
973.7135208007354,-330.1991085016711,1
-1160.408659801191,-181.65275362955686,2
-2629.7801388820594,-1333.2398851014816,0
-1050.9161567547644,340.30449915895304,2
2770.3228062399676,1279.5878907913193,2
-689.5359536537766,259.70115068042253,1
